client_id,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
CL100298,Individual,Female,India,South Asia,1988-05-22,Investment,No,Social Media,3.0
CL100299,Corporate,Not Specified,United Arab Emirates,Middle East,1961-10-24,Investment,No,Agent Referral,4.0
CL100300,Individual,Male,India,South Asia,2004-04-12,Personal use,Yes,Agent Referral,3.0
CL100301,Individual,Male,United States,North America - West,1992-12-29,Personal use,Yes,Social Media,5.0
CL100302,Individual,Female,France,Europe - West,1970-07-14,Personal use,Yes,Social Media,4.0
CL100303,Corporate,Not Specified,France,Europe - West,1982-02-11,Personal use,No,Property Portal,5.0
CL100304,Individual,Male,Singapore,Southeast Asia,1987-03-13,Investment,No,Agent Referral,5.0
CL100305,Individual,Female,Germany,Europe - West,1984-01-06,Personal use,No,Agent Referral,4.0
CL100306,Individual,Male,United Kingdom,Europe - West,1961-04-24,Personal use,No,Event,5.0
CL100307,Individual,Male,United Arab Emirates,Middle East,1985-01-14,Personal use,Yes,Agent Referral,3.0
CL100308,Individual,Male,Canada,North America - East,1973-09-15,Investment,No,Website,5.0
CL100309,Individual,Female,United States,North America - East,1992-01-24,Investment,No,Property Portal,3.0
CL100310,Corporate,Not Specified,Germany,Europe - West,1972-01-05,Investment,No,Event,4.0
CL100311,Individual,Female,Germany,Europe - West,1985-04-05,Personal use,Yes,Friend/Family,4.0
CL100312,Individual,Other,Canada,North America - East,1994-09-19,Personal use,Yes,Agent Referral,4.0
CL100313,Individual,Female,United Kingdom,Europe - West,1988-03-10,Investment,No,Social Media,3.0
CL100314,Individual,Female,United Kingdom,Europe - West,1975-12-25,Personal use,Yes,Property Portal,3.0
CL100315,Individual,Female,United Kingdom,Europe - West,1994-04-16,Investment,No,Property Portal,4.0
CL100316,Individual,Male,United Kingdom,Europe - West,1985-08-30,Personal use,No,Website,4.0
CL100317,Individual,Female,India,South Asia,1978-05-14,Personal use,No,Property Portal,3.0
CL100318,Individual,Female,United Kingdom,Europe - West,1994-10-04,Personal use,Yes,Social Media,4.0
CL100319,Corporate,Not Specified,Australia,Oceania,1961-07-03,Investment,No,Website,
CL100320,Individual,Male,Australia,Oceania,1985-03-24,Personal use,Yes,Website,4.0
CL100321,Individual,Male,France,Europe - West,1987-05-27,Investment,Yes,Website,4.0
CL100322,Corporate,Not Specified,United Kingdom,Europe - West,1980-01-18,Investment,Yes,Event,4.0
CL100323,Corporate,Not Specified,France,Europe - West,1972-05-03,Investment,No,Agent Referral,4.0
CL100324,Individual,Female,Singapore,Southeast Asia,1981-05-17,Personal use,Yes,Friend/Family,3.0
CL100325,Individual,Male,United Arab Emirates,Middle East,1966-03-11,Personal use,Yes,Website,4.0
CL100326,Individual,Female,Singapore,Southeast Asia,1979-03-11,Personal use,No,Property Portal,3.0
CL100327,Individual,Female,France,Europe - West,1973-04-07,Investment,No,Social Media,4.0
CL100328,Individual,Male,United Arab Emirates,Middle East,1999-06-28,Investment,No,Property Portal,3.0
CL100329,Individual,Male,United Kingdom,Europe - West,1987-08-25,Personal use,Yes,Social Media,4.0
CL100330,Individual,Female,India,South Asia,1972-01-28,Personal use,Yes,Property Portal,4.0
CL100331,Individual,Male,United States,North America - East,1995-05-30,Personal use,Yes,Social Media,2.0
CL100332,Individual,Male,India,South Asia,1975-02-25,Investment,Yes,Social Media,3.0
CL100333,Individual,Male,Singapore,Southeast Asia,1977-05-21,Investment,Yes,Event,2.0
CL100334,Individual,Male,United States,North America - East,1981-11-27,Personal use,No,Social Media,
CL100335,Corporate,Not Specified,United Arab Emirates,Middle East,1976-01-21,Investment,No,Property Portal,2.0
CL100336,Corporate,Not Specified,United States,North America - West,1972-05-12,Investment,Yes,Website,4.0
CL100337,Individual,Male,India,South Asia,1966-06-09,Personal use,Yes,Friend/Family,4.0
CL100338,Individual,Female,United States,North America - West,1979-01-05,Investment,No,Property Portal,4.0
CL100339,Individual,Male,Australia,Oceania,1982-10-02,Investment,No,Property Portal,4.0
CL100340,Individual,Male,United States,North America - West,1990-09-11,Investment,Yes,Social Media,4.0
CL100341,Individual,Female,Brazil,Latin America,1985-09-03,Personal use,Yes,Social Media,4.0
CL100342,Individual,Female,Singapore,Southeast Asia,1984-05-30,Investment,Yes,Property Portal,4.0
CL100343,Individual,Female,United Arab Emirates,Middle East,1981-04-06,Investment,No,Agent Referral,2.0
CL100344,Individual,Female,India,South Asia,1977-06-21,Personal use,Yes,Property Portal,5.0
CL100345,Individual,Male,India,South Asia,1994-07-25,Investment,No,Agent Referral,5.0
CL100346,Individual,Male,Australia,Oceania,2002-06-07,Personal use,Yes,Website,4.0
CL100347,Individual,Female,Canada,North America - East,1985-04-06,Investment,No,Property Portal,2.0
CL100348,Corporate,Not Specified,United Arab Emirates,Middle East,1996-06-14,Investment,No,Agent Referral,4.0
CL100349,Individual,Female,United States,North America - East,1989-03-07,Investment,Yes,Agent Referral,3.0
CL100350,Individual,Male,United Arab Emirates,Middle East,1991-05-16,Personal use,No,Agent Referral,3.0
CL100351,Individual,Male,United States,North America - East,1979-10-30,Personal use,Yes,Event,3.0
CL100352,Individual,Male,United Arab Emirates,Middle East,1963-10-12,Personal use,No,Social Media,3.0
CL100353,Individual,Female,United Arab Emirates,Middle East,2004-02-02,Personal use,Yes,Event,3.0
CL100354,Individual,Female,Germany,Europe - West,1960-03-21,Investment,No,Agent Referral,5.0
CL100355,Individual,Male,France,Europe - West,1988-09-21,Personal use,Yes,Agent Referral,4.0
CL100356,Individual,Male,India,South Asia,1982-02-19,Investment,No,Agent Referral,4.0
CL100357,Individual,Male,India,South Asia,2001-05-14,Personal use,Yes,Agent Referral,3.0
CL100358,Individual,Male,France,Europe - West,1975-06-23,Personal use,Yes,Website,3.0
CL100359,Individual,Female,United Arab Emirates,Middle East,1984-12-18,Investment,Yes,Website,3.0
CL100360,Individual,Female,Australia,Oceania,1986-09-18,Personal use,Yes,Social Media,4.0
CL100361,Corporate,Not Specified,United States,North America - West,1992-06-28,Investment,Yes,Friend/Family,3.0
CL100362,Individual,Female,United States,North America - West,1984-12-25,Investment,Yes,Agent Referral,5.0
CL100363,Individual,Other,United States,North America - West,1975-11-03,Investment,No,Social Media,4.0
CL100364,Individual,Male,United Arab Emirates,Middle East,1988-03-29,Personal use,No,Agent Referral,2.0
CL100365,Individual,Male,Germany,Europe - West,1973-03-27,Personal use,Yes,Social Media,4.0
CL100366,Individual,Male,India,South Asia,1972-10-19,Investment,Yes,Property Portal,4.0
CL100367,Individual,Male,India,South Asia,1993-08-29,Personal use,Yes,Property Portal,4.0
CL100368,Individual,Female,United Kingdom,Europe - West,1968-04-15,Investment,Yes,Property Portal,3.0
CL100369,Individual,Female,Australia,Oceania,1985-07-07,Personal use,Yes,Agent Referral,4.0
CL100370,Individual,Male,India,South Asia,1985-04-12,Investment,Yes,Social Media,4.0
CL100371,Corporate,Not Specified,Canada,North America - East,1992-11-05,Investment,No,Property Portal,5.0
CL100372,Individual,Female,United Kingdom,Europe - West,1985-02-28,Personal use,No,Event,
CL100373,Corporate,Not Specified,United Kingdom,Europe - West,1975-10-10,Investment,No,Social Media,3.0
CL100374,Individual,Female,United States,North America - East,1988-04-01,Personal use,No,Social Media,5.0
CL100375,Corporate,Not Specified,United States,North America - East,1977-11-24,Personal use,No,Friend/Family,
CL100376,Corporate,Not Specified,Australia,Oceania,1995-08-01,Investment,No,Event,5.0
CL100377,Individual,Female,Germany,Europe - West,1968-06-12,Personal use,Yes,Agent Referral,5.0
CL100378,Corporate,Not Specified,United Kingdom,Europe - West,1977-06-28,Investment,No,Website,4.0
CL100379,Corporate,Not Specified,India,South Asia,1967-01-01,Investment,No,Property Portal,3.0
CL100380,Individual,Male,United Arab Emirates,Middle East,1997-03-27,Personal use,Yes,Friend/Family,3.0
CL100381,Individual,Male,Australia,Oceania,1993-07-12,Investment,No,Website,5.0
CL100382,Individual,Male,India,South Asia,1964-08-06,Personal use,Yes,Agent Referral,5.0
CL100383,Corporate,Not Specified,Germany,Europe - West,1977-05-18,Investment,No,Social Media,5.0
CL100384,Individual,Male,United Kingdom,Europe - West,2004-08-03,Personal use,Yes,Friend/Family,4.0
CL100385,Corporate,Not Specified,Brazil,Latin America,1973-01-25,Investment,No,Property Portal,4.0
CL100386,Corporate,Not Specified,India,South Asia,1978-11-30,Personal use,Yes,Website,3.0
CL100387,Corporate,Not Specified,Brazil,Latin America,1961-10-21,Investment,No,Agent Referral,2.0
CL100388,Individual,Male,United States,North America - East,1974-07-12,Personal use,Yes,Friend/Family,4.0
CL100389,Individual,Female,Singapore,Southeast Asia,1972-04-29,Personal use,No,Website,3.0
CL100390,Individual,Female,United Arab Emirates,Middle East,1985-04-03,Investment,Yes,Social Media,4.0
CL100391,Corporate,Not Specified,United States,North America - West,1963-04-12,Investment,No,Social Media,2.0
CL100392,Corporate,Not Specified,United Arab Emirates,Middle East,1966-04-26,Investment,No,Agent Referral,4.0
CL100393,Individual,Female,India,South Asia,1979-07-17,Personal use,No,Property Portal,4.0
CL100394,Individual,Female,United States,North America - East,1987-08-24,Personal use,No,Website,4.0
CL100395,Individual,Male,Germany,Europe - West,1987-05-09,Investment,No,Property Portal,4.0
CL100396,Corporate,Not Specified,Singapore,Southeast Asia,1986-08-31,Personal use,Yes,Friend/Family,5.0
CL100397,Individual,Male,United Kingdom,Europe - West,1997-09-07,Investment,No,Social Media,5.0
CL100398,Individual,Female,Germany,Europe - West,1965-03-31,Personal use,No,Property Portal,3.0
CL100399,Corporate,Not Specified,Germany,Europe - West,1970-11-28,Investment,No,Agent Referral,5.0
CL100400,Individual,Male,United Kingdom,Europe - West,1986-03-20,Investment,Yes,Property Portal,5.0
CL100401,Individual,Female,Australia,Oceania,1982-09-26,Investment,No,Website,4.0
CL100402,Individual,Male,India,South Asia,1995-11-29,Personal use,No,Event,4.0
CL100403,Corporate,Not Specified,United States,North America - West,1961-02-02,Personal use,Yes,,4.0
CL100404,Individual,Male,Brazil,Latin America,1966-06-20,Investment,No,Social Media,3.0
CL100405,Individual,Male,Singapore,Southeast Asia,2002-06-22,Personal use,No,Website,3.0
CL100406,Individual,Male,United Kingdom,Europe - West,1979-11-11,Personal use,Yes,Agent Referral,5.0
CL100407,Individual,Female,Singapore,Southeast Asia,1980-04-14,Investment,Yes,Website,4.0
CL100408,Corporate,Not Specified,United States,North America - East,1979-08-15,Investment,No,Website,3.0
CL100409,Individual,Male,Brazil,Latin America,1967-06-28,Personal use,Yes,Website,3.0
CL100410,Individual,Female,United Arab Emirates,Middle East,1963-07-05,Personal use,Yes,Website,3.0
CL100411,Individual,Male,United Arab Emirates,Middle East,1988-05-09,Personal use,Yes,Friend/Family,3.0
CL100412,Individual,Male,United States,North America - East,1978-06-01,Investment,No,Social Media,5.0
CL100413,Individual,Female,Australia,Oceania,1985-03-18,Personal use,No,Website,3.0
CL100414,Individual,Female,United States,North America - East,1992-06-06,Investment,No,Property Portal,5.0
CL100415,Individual,Male,Canada,North America - East,1983-02-13,Personal use,No,Friend/Family,4.0
CL100416,Individual,Male,United States,North America - West,1978-04-09,Personal use,Yes,Agent Referral,4.0
CL100417,Individual,Female,India,South Asia,1982-10-26,Investment,Yes,Agent Referral,5.0
CL100418,Individual,Female,United States,North America - West,1994-12-03,Personal use,No,Social Media,5.0
CL100419,Corporate,Not Specified,Australia,Oceania,1978-06-06,Investment,Yes,Social Media,2.0
CL100420,Individual,Male,United Arab Emirates,Middle East,1991-09-17,Personal use,Yes,Property Portal,3.0
CL100421,Corporate,Not Specified,United States,North America - West,1991-03-03,Personal use,Yes,Social Media,3.0
CL100422,Individual,Female,United States,North America - West,1982-06-03,Personal use,Yes,Event,4.0
CL100423,Individual,Female,United States,North America - East,1980-11-09,Personal use,Yes,Friend/Family,5.0
CL100424,Individual,Female,United Arab Emirates,Middle East,1975-05-11,Personal use,Yes,Event,4.0
CL100425,Individual,Male,Singapore,Southeast Asia,1995-06-18,Investment,No,Social Media,5.0
CL100426,Corporate,Not Specified,Canada,North America - East,1991-06-01,Investment,Yes,Friend/Family,3.0
CL100427,Individual,Female,Singapore,Southeast Asia,1967-11-27,Personal use,Yes,Friend/Family,3.0
CL100428,Individual,Male,United States,North America - East,1987-08-23,Investment,No,Friend/Family,4.0
CL100429,Individual,Female,Singapore,Southeast Asia,1984-10-19,Investment,No,Website,3.0
CL100430,Individual,Male,Australia,Oceania,1987-07-10,Investment,No,Website,5.0
CL100431,Corporate,Not Specified,India,South Asia,1990-11-27,Personal use,No,Agent Referral,2.0
CL100432,Corporate,Not Specified,India,South Asia,1994-03-17,Personal use,Yes,Agent Referral,3.0
CL100433,Individual,Male,Singapore,Southeast Asia,1973-03-13,Investment,Yes,Property Portal,5.0
CL100434,Corporate,Not Specified,United States,North America - West,1971-07-25,Investment,No,Friend/Family,4.0
CL100435,Corporate,Not Specified,United States,North America - East,1983-01-14,Investment,No,Website,5.0
CL100436,Individual,Male,United States,North America - East,1964-02-15,Personal use,Yes,Agent Referral,
CL100437,Individual,Male,France,Europe - West,1976-04-13,Personal use,No,Agent Referral,4.0
CL100438,Individual,Female,India,South Asia,1991-04-18,Personal use,Yes,Property Portal,5.0
CL100439,Individual,Male,United Arab Emirates,Middle East,1970-03-04,Personal use,Yes,Property Portal,5.0
CL100440,Corporate,Not Specified,Singapore,Southeast Asia,1979-04-16,Investment,No,Website,4.0
CL100441,Individual,Male,United States,North America - West,1969-10-17,Personal use,Yes,Agent Referral,4.0
CL100442,Corporate,Not Specified,India,South Asia,1974-09-21,Personal use,No,Event,5.0
CL100443,Corporate,Not Specified,United States,North America - West,1972-07-07,Investment,No,Friend/Family,5.0
CL100444,Individual,Male,Canada,North America - East,1978-11-29,Personal use,Yes,Property Portal,4.0
CL100445,Individual,Female,India,South Asia,1976-12-20,Investment,No,Agent Referral,4.0
CL100446,Corporate,Not Specified,Brazil,Latin America,1977-05-31,Personal use,No,Agent Referral,5.0
CL100447,Corporate,Not Specified,United Arab Emirates,Middle East,1994-03-31,Investment,No,Friend/Family,4.0
CL100448,Individual,Female,United States,North America - East,1970-09-28,Investment,Yes,Website,5.0
CL100449,Individual,Female,United Arab Emirates,Middle East,1985-07-31,Investment,Yes,Property Portal,4.0
CL100450,Individual,Female,United States,North America - West,1998-10-21,Investment,No,Friend/Family,5.0
CL100451,Individual,Male,Australia,Oceania,1987-02-11,Investment,Yes,,3.0
CL100452,Individual,Male,India,South Asia,1985-09-19,Personal use,Yes,Social Media,3.0
CL100453,Individual,Female,United States,North America - West,1996-12-15,Investment,No,Property Portal,5.0
CL100454,Individual,Female,United States,North America - West,1982-05-10,Personal use,Yes,Property Portal,3.0
CL100455,Individual,Female,United States,North America - West,1975-03-13,Investment,No,Agent Referral,4.0
CL100456,Individual,Female,Brazil,Latin America,1982-11-26,Personal use,Yes,Property Portal,5.0
CL100457,Individual,Female,Germany,Europe - West,1990-12-01,Personal use,Yes,Website,2.0
CL100458,Individual,Male,India,South Asia,1987-08-15,Personal use,Yes,Property Portal,4.0
CL100459,Individual,Female,United Arab Emirates,Middle East,1986-05-23,Personal use,Yes,Friend/Family,5.0
CL100460,Individual,Male,United Arab Emirates,Middle East,1983-06-27,Personal use,Yes,Website,4.0
