client_id,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,age,is_investor,has_loan,is_corporate,age_group,cluster,segment,pca_1,pca_2
CL100165,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Event,3.0,40.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3172438449680977,0.3767568389664494
CL100166,Individual,Male,Singapore,Southeast Asia,Investment,No,Social Media,3.0,27.0,1,0,0,<30,1,Cash Investors,1.2293126769003844,-1.9864528390545946
CL100167,Individual,Female,Singapore,Southeast Asia,Personal use,Yes,Website,4.0,60.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.0414175145151865,0.9732473759832854
CL100168,Corporate,Not Specified,United Kingdom,Europe - West,Investment,No,Agent Referral,1.0,45.0,1,0,1,40-49,2,Corporate Investors,2.955892874207016,1.3386100996062233
CL100169,Individual,Female,Brazil,Latin America,Investment,Yes,Social Media,4.0,49.0,1,1,0,40-49,3,Leveraged Investors,0.06476950408211775,-0.9426702542771948
CL100170,Individual,Female,United Kingdom,Europe - West,Investment,Yes,Website,3.0,52.0,1,1,0,50-59,3,Leveraged Investors,0.04230490667065953,-0.8310156287596266
CL100171,Corporate,Not Specified,France,Europe - West,Investment,Yes,Property Portal,4.0,52.0,1,1,1,50-59,2,Corporate Investors,1.7367410791628082,1.8714985718162456
CL100172,Individual,Male,Canada,North America - East,Personal use,Yes,Social Media,4.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2400106453192916,0.41793964787682003
CL100173,Corporate,Not Specified,Australia,Oceania,Investment,No,Unknown,5.0,58.0,1,0,1,50-59,2,Corporate Investors,3.3202630235599617,1.6533891046467684
CL100174,Corporate,Not Specified,United States,North America - East,Investment,No,Agent Referral,4.0,49.0,1,0,1,40-49,2,Corporate Investors,3.1657564461511685,1.3967882873877049
CL100175,Corporate,Not Specified,United States,North America - East,Investment,No,Website,3.0,34.0,1,0,1,30-39,2,Corporate Investors,2.9440199441328887,0.9492404560291504
CL100176,Individual,Male,Germany,Europe - West,Personal use,Yes,Social Media,3.0,27.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4610683735348555,-0.025713454712077102
CL100177,Individual,Female,Brazil,Latin America,Personal use,Yes,Social Media,4.0,48.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.173672653216481,0.6042002995819727
CL100178,Individual,Female,Australia,Oceania,Investment,Yes,Agent Referral,3.0,35.0,1,1,0,30-39,3,Leveraged Investors,-0.14497396381792063,-1.3548594131545686
CL100179,Individual,Male,India,South Asia,Investment,Yes,Friend/Family,5.0,45.0,1,1,0,40-49,3,Leveraged Investors,0.07616050009534629,-1.0909938920240436
CL100180,Individual,Male,Australia,Oceania,Investment,Yes,Agent Referral,4.0,52.0,1,1,0,50-59,3,Leveraged Investors,0.09819642843191312,-0.8491194266639538
CL100181,Individual,Female,Australia,Oceania,Personal use,Yes,Social Media,4.0,49.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.162616321199346,0.6352437415328315
CL100182,Corporate,Not Specified,France,Europe - West,Investment,No,Property Portal,2.0,40.0,1,0,1,30-39,2,Corporate Investors,2.9566348241938885,1.160148933221418
CL100183,Individual,Male,United Kingdom,Europe - West,Investment,No,Agent Referral,3.0,49.0,1,0,0,40-49,1,Cash Investors,1.4728099095757463,-1.3030766143750367
CL100184,Individual,Male,India,South Asia,Investment,Yes,Agent Referral,2.0,48.0,1,1,0,40-49,3,Leveraged Investors,-0.05645439555370169,-0.9292961411194198
CL100185,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Property Portal,4.0,58.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.06204054263273,0.9138097908946985
CL100186,Individual,Other,United Kingdom,Europe - West,Investment,No,Agent Referral,4.0,40.0,1,0,0,30-39,1,Cash Investors,1.4285156693800678,-1.6044661186067501
CL100187,Individual,Male,United States,North America - East,Personal use,Yes,Agent Referral,4.0,43.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2286963850037664,0.4494035915883435
CL100188,Individual,Male,India,South Asia,Investment,Yes,Property Portal,4.0,51.0,1,1,0,50-59,3,Leveraged Investors,0.0879509585287887,-0.8814082985713392
CL100189,Corporate,Not Specified,Canada,North America - East,Investment,No,Social Media,4.0,46.0,1,0,1,40-49,2,Corporate Investors,3.132329521801373,1.303237459774464
CL100190,Individual,Male,Australia,Oceania,Personal use,Yes,Property Portal,3.0,27.0,0,1,0,<30,0,Mortgage Home Buyers,-2.459999583122455,-0.0265383829079392
CL100191,Individual,Male,Canada,North America - East,Investment,No,Social Media,4.0,47.0,1,0,0,40-49,1,Cash Investors,1.5056520652016234,-1.3875825267114035
CL100192,Individual,Other,United States,North America - East,Personal use,No,Social Media,4.0,39.0,0,0,0,30-39,5,Cash Home Buyers,-0.8101844162169216,-0.058016066508247206
CL100193,Individual,Female,Singapore,Southeast Asia,Investment,No,Website,4.0,28.0,1,0,0,<30,1,Cash Investors,1.2951609113717308,-1.9808821507867131
CL100194,Individual,Male,United States,North America - East,Investment,No,Website,4.0,47.0,1,0,0,40-49,1,Cash Investors,1.5052312196972975,-1.3910567537203962
CL100195,Individual,Male,United States,North America - West,Personal use,Yes,Social Media,5.0,57.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.018952917103728,0.8615927504657171
CL100196,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Website,5.0,50.0,1,0,1,40-49,2,Corporate Investors,3.231346752324124,1.4019384738949219
CL100197,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Social Media,2.0,52.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.2398728210650156,0.7723711207333769
CL100198,Individual,Female,United States,North America - West,Personal use,Yes,Agent Referral,4.0,23.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4498230253464683,-0.17146524742883207
CL100199,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Website,3.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3619822308849656,0.25020329583665907
CL100200,Individual,Female,India,South Asia,Investment,No,Social Media,5.0,62.0,1,0,0,60+,1,Cash Investors,1.726709793417187,-0.9439294241225062
CL100201,Corporate,Not Specified,Brazil,Latin America,Investment,No,Friend/Family,4.0,36.0,1,0,1,30-39,2,Corporate Investors,3.0221697777532537,0.9906516969964471
CL100202,Individual,Male,France,Europe - West,Investment,No,Agent Referral,4.0,41.0,1,0,0,40-49,1,Cash Investors,1.4395720013972029,-1.5734226766558914
CL100203,Corporate,Not Specified,United States,North America - East,Personal use,Yes,Property Portal,2.0,50.0,0,1,1,40-49,4,Corporate Buyers,-0.6231829060700008,3.4313227370725237
CL100204,Individual,Male,United States,North America - East,Personal use,No,Website,3.0,22.0,0,0,0,<30,5,Cash Home Buyers,-1.0537756539710812,-0.5672302800078549
CL100205,Individual,Male,Canada,North America - East,Investment,Yes,Website,5.0,42.0,1,1,0,40-49,3,Leveraged Investors,0.04216708241638331,-1.1854471016161836
CL100206,Individual,Female,United States,North America - West,Personal use,Yes,Property Portal,4.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.238941854906891,0.4171147196809579
CL100207,Individual,Male,India,South Asia,Investment,No,Property Portal,3.0,62.0,1,0,0,60+,1,Cash Investors,1.6173530879125133,-0.9007572989703991
CL100208,Corporate,Not Specified,United States,North America - East,Investment,No,Agent Referral,4.0,44.0,1,0,1,40-49,2,Corporate Investors,3.110474786065493,1.241571077633411
CL100209,Individual,Female,France,Europe - West,Personal use,Yes,Agent Referral,3.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3613034570822493,0.25409802460631653
CL100210,Corporate,Not Specified,India,South Asia,Investment,No,Property Portal,4.0,47.0,1,0,1,40-49,2,Corporate Investors,3.1444546442309087,1.3334559735294607
CL100211,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Social Media,3.0,56.0,1,0,1,50-59,2,Corporate Investors,3.1876800940141865,1.6356704059570362
CL100212,Individual,Male,United States,North America - East,Investment,No,Website,3.0,54.0,1,0,0,50-59,1,Cash Investors,1.5274127958587058,-1.1517541333904002
CL100213,Individual,Female,Singapore,Southeast Asia,Personal use,Yes,Website,3.0,41.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.3067005707992903,0.40542050559095294
CL100214,Individual,Male,India,South Asia,Personal use,No,Website,5.0,34.0,0,0,0,30-39,5,Cash Home Buyers,-0.8106741738483856,-0.23870602994551857
CL100215,Individual,Male,India,South Asia,Investment,No,Property Portal,4.0,36.0,1,0,0,30-39,1,Cash Investors,1.3851012034255383,-1.729885316366712
CL100216,Corporate,Not Specified,United States,North America - East,Personal use,Yes,Social Media,4.0,55.0,0,1,1,50-59,4,Corporate Buyers,-0.45854454047965165,3.543367821674711
CL100217,Individual,Female,United States,North America - East,Personal use,No,Agent Referral,4.0,35.0,0,0,0,30-39,5,Cash Home Buyers,-0.8541518159870717,-0.1817693325510178
CL100218,Corporate,Not Specified,Australia,Oceania,Personal use,No,Website,5.0,39.0,0,0,1,30-39,4,Corporate Buyers,0.8823412748541741,2.6383746082455017
CL100219,Individual,Female,United Kingdom,Europe - West,Personal use,No,Website,3.0,38.0,0,0,0,30-39,5,Cash Home Buyers,-0.8768743416969198,-0.07053520879411435
CL100220,Individual,Male,United Kingdom,Europe - West,Investment,No,Friend/Family,3.0,38.0,1,0,0,30-39,1,Cash Investors,1.3513359052121021,-1.647126320864577
CL100221,Individual,Male,France,Europe - West,Personal use,Yes,Property Portal,4.0,33.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3384488430611072,0.1377237421232289
CL100222,Individual,Male,United Arab Emirates,Middle East,Investment,No,Social Media,4.0,42.0,1,0,0,40-49,1,Cash Investors,1.4503704051159478,-1.5427997364656973
CL100223,Corporate,Not Specified,Brazil,Latin America,Investment,No,Property Portal,4.0,64.0,1,0,1,60+,2,Corporate Investors,3.332412288522205,1.86119448669406
CL100224,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Agent Referral,4.0,34.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3282033731579825,0.17001261403061435
CL100225,Corporate,Not Specified,Australia,Oceania,Investment,No,Social Media,5.0,40.0,1,0,1,30-39,2,Corporate Investors,3.1212042776570996,1.0949782813953266
CL100226,Corporate,Not Specified,United States,North America - East,Investment,No,Agent Referral,5.0,51.0,1,0,1,50-59,2,Corporate Investors,3.2430818581439755,1.436876644615438
CL100227,Corporate,Not Specified,United Arab Emirates,Middle East,Personal use,No,Website,3.0,58.0,0,0,1,50-59,4,Corporate Buyers,0.9819860872626662,3.2721970586597875
CL100228,Individual,Male,United Arab Emirates,Middle East,Investment,No,Social Media,2.0,29.0,1,0,0,<30,1,Cash Investors,1.1962125929761174,-1.9023674284788925
CL100229,Corporate,Not Specified,United States,North America - East,Investment,No,Property Portal,3.0,55.0,1,0,1,50-59,2,Corporate Investors,3.177692552409452,1.6038020358103153
CL100230,Individual,Female,United States,North America - West,Personal use,No,Website,3.0,29.0,0,0,0,<30,5,Cash Home Buyers,-0.9763813298511357,-0.3499261863518434
CL100231,Individual,Female,Germany,Europe - West,Personal use,Yes,Social Media,4.0,52.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.129447325147941,0.7283740673854079
CL100232,Individual,Female,Brazil,Latin America,Investment,Yes,Property Portal,4.0,37.0,1,1,0,30-39,3,Leveraged Investors,-0.06683768971110254,-1.3160164858833625
CL100233,Individual,Female,United Arab Emirates,Middle East,Personal use,Yes,Property Portal,3.0,43.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2830982708482934,0.4701566883058014
CL100234,Individual,Female,Australia,Oceania,Personal use,No,Social Media,3.0,63.0,0,0,0,60+,5,Cash Home Buyers,-0.6000451957642167,0.7090250669863479
CL100235,Individual,Male,Singapore,Southeast Asia,Personal use,No,Website,3.0,41.0,0,0,0,40-49,5,Cash Home Buyers,-0.8437053456455146,0.022595117058462025
CL100236,Individual,Female,Germany,Europe - West,Investment,Yes,Property Portal,4.0,49.0,1,1,0,40-49,3,Leveraged Investors,0.06583829449451856,-0.9434951824730567
CL100237,Corporate,Not Specified,India,South Asia,Investment,No,Website,4.0,37.0,1,0,1,30-39,2,Corporate Investors,3.032401688142831,1.020372255207742
CL100238,Individual,Female,United States,North America - West,Personal use,Yes,Agent Referral,5.0,35.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.26193429318231,0.1790575293074887
CL100239,Individual,Female,United States,North America - East,Investment,No,Website,4.0,53.0,1,0,0,50-59,1,Cash Investors,1.571569211800108,-1.2047961020152436
CL100240,Individual,Female,Singapore,Southeast Asia,Personal use,Yes,Social Media,4.0,32.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.350573965490643,0.10750522836823226
CL100241,Individual,Female,India,South Asia,Personal use,Yes,Social Media,2.0,55.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.2067038250136104,0.8655014465859533
CL100242,Corporate,Not Specified,Canada,North America - East,Investment,No,Property Portal,3.0,43.0,1,0,1,40-49,2,Corporate Investors,3.045016568203831,1.2312807324000101
CL100243,Individual,Female,France,Europe - West,Personal use,Yes,Social Media,4.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3063486374221025,0.23167899617166743
CL100244,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Event,3.0,29.0,0,1,0,<30,0,Mortgage Home Buyers,-2.438863497156584,0.03527897750700295
CL100245,Corporate,Not Specified,Singapore,Southeast Asia,Personal use,No,Social Media,3.0,30.0,0,0,1,<30,4,Corporate Buyers,0.6728296362872097,2.406454911044735
CL100246,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Social Media,5.0,33.0,1,0,1,30-39,2,Corporate Investors,3.043809953537154,0.8776741877393153
CL100247,Individual,Male,Germany,Europe - West,Investment,Yes,Website,3.0,23.0,1,1,0,<30,3,Leveraged Investors,-0.27832872182625784,-1.7312754453345314
CL100248,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Website,4.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2846568188921585,0.29029165306439203
CL100249,Individual,Female,Germany,Europe - West,Personal use,Yes,Social Media,4.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3063486374221025,0.23167899617166743
CL100250,Individual,Male,United Arab Emirates,Middle East,Personal use,No,Friend/Family,4.0,50.0,0,0,0,40-49,5,Cash Home Buyers,-0.6881611879052039,0.28131045168177005
CL100251,Corporate,Not Specified,Singapore,Southeast Asia,Investment,No,Agent Referral,5.0,66.0,1,0,1,60+,2,Corporate Investors,3.408926838401002,1.9025282738783196
CL100252,Individual,Female,Germany,Europe - West,Investment,No,Social Media,3.0,34.0,1,0,0,30-39,1,Cash Investors,1.30670700102033,-1.769148745398583
CL100253,Corporate,Not Specified,Canada,North America - East,Investment,No,Agent Referral,5.0,39.0,1,0,1,30-39,2,Corporate Investors,3.1104058739383547,1.0643553412051325
CL100254,Individual,Female,Canada,North America - East,Investment,No,Agent Referral,4.0,39.0,1,0,0,30-39,1,Cash Investors,1.4174593373629327,-1.635509560557609
CL100255,Individual,Other,India,South Asia,Personal use,Yes,Agent Referral,4.0,58.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.0628514047467403,0.9150552208512251
CL100256,Corporate,Not Specified,Singapore,Southeast Asia,Investment,No,Website,4.0,59.0,1,0,1,50-59,2,Corporate Investors,3.275640992519803,1.7033279781266353
CL100257,Corporate,Not Specified,United States,North America - West,Investment,No,Agent Referral,4.0,52.0,1,0,1,50-59,2,Corporate Investors,3.1989254422025737,1.4899186132402813
CL100258,Corporate,Not Specified,United States,North America - West,Investment,Yes,Property Portal,3.0,63.0,1,1,1,60+,2,Corporate Investors,1.8031479833927568,2.2349749599496773
CL100259,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Property Portal,4.0,51.0,1,0,1,50-59,2,Corporate Investors,3.188679972299449,1.4576297413328958
CL100260,Individual,Male,United States,North America - East,Investment,Yes,Website,3.0,45.0,1,1,0,40-49,3,Leveraged Investors,-0.03508941744928598,-1.0483197224156382
CL100261,Individual,Male,Singapore,Southeast Asia,Personal use,No,Website,5.0,44.0,0,0,0,40-49,5,Cash Home Buyers,-0.7001108536770349,0.07172838956306932
CL100262,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Social Media,3.0,56.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.140434745037938,0.8745463618628276
CL100263,Individual,Male,United States,North America - East,Personal use,No,Agent Referral,5.0,52.0,0,0,0,50-59,5,Cash Home Buyers,-0.610981423737238,0.32397065393959695
CL100264,Individual,Male,Australia,Oceania,Personal use,Yes,Property Portal,4.0,67.0,0,1,0,60+,0,Mortgage Home Buyers,-1.962533554478514,1.1932007684524273
CL100265,Corporate,Not Specified,United States,North America - West,Investment,Yes,Social Media,4.0,33.0,1,1,1,30-39,2,Corporate Investors,1.5256019804248406,1.2824981029457907
CL100266,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Property Portal,3.0,39.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3273235989168337,0.3459829205023661
CL100267,Individual,Female,United States,North America - East,Investment,No,Website,4.0,26.0,1,0,0,<30,1,Cash Investors,1.2730482473374607,-2.0429690346884306
CL100268,Individual,Male,United States,North America - East,Investment,Yes,Event,4.0,48.0,1,1,0,40-49,3,Leveraged Investors,0.05380538440898431,-0.974808147910691
CL100269,Individual,Male,United States,North America - East,Personal use,Yes,Friend/Family,4.0,43.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.228550737178925,0.44683174655824964
CL100270,Individual,Male,United States,North America - East,Investment,No,Friend/Family,3.0,48.0,1,0,0,40-49,1,Cash Investors,1.4618992253834528,-1.3366919013559893
CL100271,Individual,Female,United States,North America - East,Investment,No,Event,2.0,29.0,1,0,0,<30,1,Cash Investors,1.196304805320119,-1.90346188016153
CL100272,Individual,Male,United States,North America - East,Personal use,Yes,Social Media,5.0,45.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1516289013093495,0.48907144705541195
CL100273,Individual,Male,United Arab Emirates,Middle East,Investment,Yes,Website,1.0,44.0,1,1,0,40-49,3,Leveraged Investors,-0.15657124538349557,-1.0353661110185277
CL100274,Corporate,Not Specified,India,South Asia,Investment,No,Social Media,4.0,55.0,1,0,1,50-59,2,Corporate Investors,3.231836509955589,1.5826284373321928
CL100275,Individual,Other,United Kingdom,Europe - West,Personal use,Yes,Property Portal,3.0,33.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.393661591019644,0.1597222687972134
